x_l,y_l,x_r,y_r
622.1187325885805,-1535.510806287062,627.3024070068624,-1542.7084739318796
625.8984248627216,-1532.5511738447465,631.3480183310558,-1539.4861814892909
629.4302867810824,-1529.4763596059872,635.2611490180476,-1536.027233255626
632.6832656560769,-1526.262752644747,639.1090231053341,-1532.4047362171214
635.6267353578233,-1522.839625664044,642.673584981617,-1528.3896536261032
638.2853869590132,-1519.1594702109508,645.7977908987706,-1523.9428396348942
640.6548477721554,-1515.2325901424701,648.6444821866909,-1519.272633573186
642.6468204040497,-1511.0791657912555,651.0602204070082,-1514.3338764374143
644.0918287689644,-1506.726189620052,652.718544601341,-1509.0910995437962
645.0076052198862,-1502.2869130472693,653.8231028666237,-1503.7248369814063
645.3853602436561,-1497.8206420531012,654.3425037033105,-1498.319061598435
645.2118427770325,-1493.3289373781965,654.3510169263565,-1492.9506453371364
644.7239474194167,-1488.797899403439,653.8070691606902,-1487.6609669370166
644.0165599409926,-1484.2055304417884,652.9127527027406,-1482.4590739304997
643.1450720882015,-1479.5426747930076,651.8614998668186,-1477.3173876699263
641.9530574482085,-1474.8785238334406,650.5114218793809,-1472.2874309630013
640.5240128663265,-1470.2396458994638,648.9474812869879,-1467.372664252135
638.8524924751035,-1465.648154496343,647.2773791272014,-1462.5369415657801
