x_l,y_l,x_r,y_r
-181.44556244347697,-1576.4392292774328,-188.9351510877244,-1571.8822180924606
-184.33537586236952,-1580.6541570877043,-191.75633565374446,-1575.8505172412133
-187.34441654151007,-1584.812164170329,-194.64541015443825,-1579.6910103683051
-190.49409639883595,-1588.9249804234398,-197.58867590558987,-1583.3742142040473
-193.72682374488062,-1593.1133465256885,-200.35868233846642,-1587.0261094188656
-197.43728754868403,-1597.1041660156948,-203.3569226282773,-1590.3368917103007
-201.87825016584452,-1600.4619677264134,-206.95509461705677,-1592.9773443946622
-206.70679294827815,-1603.2420877308643,-210.92195862962356,-1595.1760738901369
-211.73860656312476,-1605.4462880668248,-215.0705675151169,-1596.9760790839011
-216.9038819111796,-1607.0729472028377,-219.26319083767766,-1598.3431413407725
-222.19138072258303,-1608.1982144821372,-223.48940223243378,-1599.3084790440062
-227.58779332895097,-1608.9285644576494,-227.84718219167394,-1600.006334163721
-233.02162557845912,-1608.8309296682417,-232.43005340838744,-1599.9095215188745
-238.34267233309495,-1608.1357718110776,-237.11924204151907,-1599.2112392002539
-243.58212272071776,-1607.171049285906,-241.78361932104465,-1598.385242008179
-248.78480255265197,-1605.824772678446,-246.21671298762462,-1597.3022896490702
-253.90798023412881,-1603.9649783453774,-250.34701798302535,-1595.8706471904136
-258.71564578219903,-1601.467553706239,-254.299813456666,-1593.871882513199
-263.20341081327,-1598.749723688809,-258.3461908462555,-1591.4080465512582
