x_l,y_l,x_r,y_r
637.0484419050824,-1461.0699207095488,645.5237393015499,-1457.7701693490014
635.1705660940092,-1456.4819994107156,643.7186495851182,-1453.0616021196063
633.2545742600679,-1451.8716311010928,641.9020426962629,-1448.3954709141894
631.3414615409814,-1447.2380084330248,640.103117188026,-1443.745729188375
629.4440700032563,-1442.5951504954771,638.3241343192622,-1439.0922126222627
627.5639110441122,-1437.9479507859066,636.5590077019666,-1434.43153213679
625.6968444275484,-1433.29804733866,634.8063531417147,-1429.7640280989656
623.8415181804465,-1428.6459659544344,633.0638594217236,-1425.090424078793
621.9965865771136,-1423.9922424776905,631.3292144974001,-1420.4114503723752
620.1579071007351,-1419.3384834688784,629.6010386308631,-1415.7274771126527
618.3250738023228,-1414.6848628847642,627.8751457686761,-1411.0399473250466
616.4939464790654,-1410.0329817943132,626.1501477450622,-1406.349233416565
614.664126679524,-1405.3830142991458,624.4237216442988,-1401.6560698236349
612.8314241760239,-1400.7364083019136,622.6935992446403,-1396.9613450023166
610.9949430973827,-1396.0911614403058,620.959498350603,-1392.267476358409
609.1532587454019,-1391.4441681821108,619.2225401544079,-1387.5779855808555
607.3156431307839,-1386.7903762993785,617.4828711188126,-1382.8947352687587
605.4919376747649,-1382.1260439171017,615.734539007459,-1378.220335026325
603.6770711468121,-1377.4531910122828,613.9967695706769,-1373.5476845866726
601.8734531721392,-1372.7709574294877,612.2757119275258,-1368.8747186295702
600.0872440794908,-1368.0770603765816,610.5746940230634,-1364.2004439806692
598.320877312059,-1363.3706146656584,608.8979680905603,-1359.5235150226358
596.5805493053931,-1358.649348571304,607.2497653105174,-1354.8425896038884
594.86871285161,-1353.9123489435176,605.6343044155284,-1350.1563347956626
593.2210655910677,-1349.1476909127944,604.044317014246,-1345.4669501407934
591.6595412507843,-1344.351461805601,602.4777979778189,-1340.7721676869276
590.1371562364055,-1339.5433998420424,600.949073981675,-1336.06394605308
588.6548655402188,-1334.7243755936943,599.4576804999562,-1331.3418338059737
587.2095438094765,-1329.8956915385572,598.0024811237712,-1326.60652855541
585.8018837160333,-1325.0574510258916,596.5832983001078,-1321.8584487491955
584.4287526654849,-1320.210917627684,595.1970788193963,-1317.0988712200951
583.0898951962397,-1315.3564920140354,593.8436432959016,-1312.328211015017
581.8043504550399,-1310.4893044550001,592.4668858900417,-1307.5622603662764
580.5961266201764,-1305.6037018780867,590.9842413253989,-1302.8224092161863
579.4187556165303,-1300.7130611748119,589.5303547109642,-1298.0712881426525
578.2710173097691,-1295.8180491270184,588.1041341616929,-1293.3097196079132
577.1517188855094,-1290.919668328452,586.7043302402802,-1288.5381475318384
576.0588930955614,-1286.0189759222965,585.3288447374875,-1283.7567291284322
574.9899192400079,-1281.116559396355,583.9751331347999,-1278.9659659283006
573.9421081932982,-1276.2127571998046,582.639724252439,-1274.166858891536
572.8630940397184,-1271.3194074710475,581.4097389536213,-1269.3394100681053
571.7364524824227,-1266.4395369173583,580.3023347114456,-1264.4807029176256
570.6228308631731,-1261.558763123877,579.2068680517464,-1259.6166234416726
569.5205800982161,-1256.677374981587,578.1197638883006,-1254.7478654210122
568.4251258429083,-1251.7963096342564,577.0403704613781,-1249.8744643845218
567.3358055120066,-1246.9156325563638,575.9641342881024,-1244.9973355169045
566.2480243009466,-1242.0361601674997,574.8904223596664,-1240.116638145059
565.1612019193752,-1237.1570478895567,573.8161132590939,-1235.2339083466195
564.0725425315198,-1232.277877060678,572.7398538690759,-1230.3506108160007
562.9830308582888,-1227.3982225469547,571.6637387039391,-1225.4667049315897
561.8937220987597,-1222.5179595647949,570.5858944144939,-1220.5827165739581
560.8027379702174,-1217.6376154714324,569.5083473263727,-1215.6983045788677
559.7121093866732,-1212.756845417846,568.4292245722665,-1210.8139960049741
558.6199604182169,-1207.8761763314462,567.3505541214554,-1205.9294461012983
557.5283200011197,-1202.9952654489261,566.2714370949333,-1201.0449661170633
556.435313153759,-1198.1146384502647,565.190974479047,-1196.1608637045852
555.3429678019569,-1193.2339525110744,564.1111944111034,-1191.2767968885812
554.2494098923381,-1188.3537349752476,563.0302230290386,-1186.3932937855284
553.1556913861031,-1183.4738589331653,561.950088362463,-1181.510009951652
552.0628662991488,-1178.5941987126967,560.869892409769,-1176.6272551225406
550.9690576077314,-1173.7152807686111,559.7887343720787,-1171.7453389490558
549.8762961689436,-1168.8367619324115,558.7086452541782,-1166.8639188984746
548.7827051652439,-1163.9591685674084,557.6277481070756,-1161.9835207351382
547.6903143738283,-1159.0821581325824,556.5480730041764,-1157.1038032487224
546.597247816015,-1154.206256254895,555.4677441567844,-1152.2252929366084
545.5104152565848,-1149.3300294695784,554.3868395742574,-1147.3480818586079
544.4367247670103,-1144.452045678086,553.2995793515104,-1142.4735690888879
543.3645415470961,-1139.5750099897407,552.2138486456943,-1137.6001042009243
542.2919459641685,-1134.6992343732352,551.1278255350375,-1132.7284372733036
541.2212562697924,-1129.823394540209,550.0431396183208,-1127.8587525410244
540.1517671224443,-1124.9465200512973,548.9622222112488,-1122.990374318444
539.0868680060061,-1120.067108494219,547.8845717993513,-1118.1227556546962
538.0260609354292,-1115.184578988761,546.8135836700493,-1113.2544356809897
536.9717746019139,-1110.2976993084699,545.7487411715359,-1108.384809652547
535.926441143261,-1105.4052444237102,544.6934342701015,-1103.5124178299802
534.8895620975761,-1100.5066240489964,543.6471429624826,-1098.6366501468724
533.8645526455865,-1095.6004072043236,542.6122789016257,-1093.7562582544278
532.850915660808,-1090.685999866238,541.5912518181665,-1088.8700007317746
531.8520668186624,-1085.7619797746304,540.5835318404767,-1083.9772493824328
530.8679124081344,-1080.8297354455967,539.5920709001409,-1079.0743837411367
529.8991138676901,-1075.8986732494782,538.6098908260095,-1074.1528723494866
528.9264994468562,-1070.9850560135858,537.6182143577632,-1069.2105890774285
527.9301718486797,-1066.0988114209574,536.5921615324115,-1064.2552630166772
526.8765507797863,-1061.251384345581,535.4893246170975,-1059.3003108391938
