x_l,y_l,x_r,y_r
144.77210900538262,-1356.023464098943,136.4618076435408,-1352.9977034878948
142.8725129890119,-1360.7681436020976,134.6529252533353,-1357.5393762745382
140.80490281995068,-1365.4796659824008,132.8023999591705,-1362.0082574839373
138.53606081191026,-1370.1287156044395,130.88998614831053,-1366.413269031192
136.0483790724611,-1374.6807827373536,128.80927362290038,-1370.7196141862642
133.3513295867825,-1379.119369116471,126.41277628080671,-1374.8325504802172
130.4163470492841,-1383.4129947814415,123.77873046505695,-1378.7670879721313
127.2247826161001,-1387.5328632691662,120.92922017836322,-1382.5192620093374
123.87823753013798,-1391.5540364750468,117.93084114398523,-1386.140882105737
120.30947711188841,-1395.4204444404802,114.72843601658556,-1389.6011704915636
116.47049760388325,-1399.0495151036384,111.28895357159797,-1392.8483730764397
112.38018025636777,-1402.4162023995025,107.63230206728235,-1395.859779769622
107.96796942582763,-1405.3539519990127,103.71102717722036,-1398.502762416756
103.17750191560616,-1407.616917375911,99.49144277412373,-1400.5934145457347
98.36275697293894,-1409.7188490372525,95.22764066243995,-1402.5002656776423
93.53470455321211,-1411.756140121646,90.92183920283172,-1404.2922672220864
88.56575863101513,-1413.4340437031467,86.4848202060347,-1405.7560413411102
83.47212217814554,-1414.7140330792831,81.92279607571162,-1406.80230554174
78.28882320240665,-1415.6306793401777,77.2891759025668,-1407.5230738813555
73.01941408260069,-1415.9682471183164,72.60878255362861,-1407.8466213114095
67.71637127636534,-1415.8745509017504,67.94998081346372,-1407.8109341211625
62.421016384098394,-1415.329522048128,63.38147067351049,-1407.3833567114418
57.15169324499625,-1414.6274980817336,58.843466561127904,-1406.7736417648136
52.01583737414318,-1413.540314202108,54.24257952622791,-1405.774243098382
47.05689313936159,-1412.1929503410154,49.56342975074738,-1404.4358646630187
42.25039533372333,-1410.5597412211746,44.97661072819095,-1402.6440521404331
37.469481899310516,-1408.8281972018647,40.45645902835629,-1400.773183320402
32.67623046382068,-1407.0586423059399,35.97232042250058,-1398.9467173195826
27.901320082891626,-1405.151750910216,31.56359185108047,-1397.0423631715562
23.173158149329993,-1403.0319871266252,27.23862132271699,-1395.0171148141153
18.536119752739022,-1400.679352562253,22.98215133782018,-1392.8002020912656
