x_l,y_l,x_r,y_r
459.08784560174536,-254.58649998733185,451.9889266125981,-259.34998087692554
461.80712376306514,-258.7272698057414,454.7940142854285,-263.54768425417666
464.62091174043394,-262.81449690552506,457.66399003137764,-267.6773545359786
467.49899737310034,-266.8700531557654,460.5732485897254,-271.75815429931595
470.3961121639468,-270.9277038087005,463.48477815234185,-275.81887454585876
473.2980156884605,-274.9949506892461,466.3908580997795,-279.8729738590482
476.19494461774434,-279.071103413474,469.2899758123387,-283.9314060579988
479.08721677254755,-283.1518353958743,472.1844850036163,-287.99619119682325
481.97459334852834,-287.23690255688683,475.0750459822388,-292.06663651853796
484.85688170123956,-291.3261181814969,477.9622767465941,-296.14197973675147
487.7363466882458,-295.4175814657921,480.8459726185635,-300.2220320254138
490.60622741997565,-299.5156785277925,483.7103354835439,-304.3174577189939
493.46878347498745,-303.6185014565689,486.5576089336898,-308.4263312642595
496.329565761924,-307.7218674781367,489.40318941330133,-312.5376131812693
499.18920204413644,-311.825026717,492.24852944658403,-316.6499902291506
502.04751898164426,-315.92782763886817,495.0942416048609,-320.7626900693321
504.90690520825257,-320.02869709925295,497.9407381376161,-324.874799898821
507.76693828317104,-324.1283549946577,500.78798563610326,-328.98584703788185
510.6268650287879,-328.22753619459456,503.636737330035,-333.0952295657024
513.4883298428148,-332.32516537521747,506.4853527837435,-337.20415474906554
516.3505077984975,-336.42188053258076,509.3346488523657,-341.3121184867076
519.2125801461251,-340.51831691912076,512.1846279514309,-345.419185408388
522.076187867671,-344.6133996148757,515.0352876928366,-349.52542055620074
524.9405080722534,-348.7077666715453,517.8866265112864,-353.6308915860535
527.8047206849204,-352.8020543126071,520.7386444912983,-357.73566264991223
530.6704662498696,-356.89518655894165,523.5921607961354,-361.8392282156874
533.5369238292867,-360.9878018322991,526.4455345357121,-365.94279919728086
536.4032712902605,-365.0805372769527,529.2995840630488,-370.0458687641697
539.2711504247856,-369.1723138399322,532.1543108671084,-374.148502211596
542.1397393167679,-373.26377140839287,535.0097110896057,-378.25076433799194
545.0090370198064,-377.35497660329634,537.8657855959012,-382.3527244055445
547.8782246915472,-381.446566419897,540.7225338768902,-386.4544447096555
550.7489404364438,-385.5374638257051,543.5807736404267,-390.5554200615124
553.6203635493107,-389.6283055849819,546.4388656467661,-394.6568617272307
556.4916742024662,-393.7197317169618,549.2976278633279,-398.75826188659767
559.3645118475617,-397.8106632601229,552.1570610075747,-402.85968815500814
562.2380548405213,-401.9017384978206,555.0171615082716,-406.96120373480676
565.1116140395185,-405.9937859435105,557.8777980763313,-411.0626907177924
567.9802255654131,-410.0911422807714,560.7405319972198,-415.16211438074015
570.8328562785114,-414.2019444435181,563.6067798342253,-419.25749389153407
573.6842386546605,-418.31561412821736,566.4690986681187,-423.35364499102536
576.5318662398499,-422.4335673585611,569.3249998826732,-427.4519935371347
579.3740508325382,-426.55664730987246,572.1744567292612,-431.55224674818413
582.2082810048913,-430.686268846572,575.0141600528392,-435.65639557807935
585.0345076664205,-434.8221398827392,577.8440881953561,-439.7641529169327
587.8502193899543,-438.9656761630282,580.661758570024,-443.8769353743025
590.6537220897713,-443.11772782421565,583.4646791399982,-447.99615026044614
593.4424913404323,-447.2797031342134,586.2528434906641,-452.1215197144158
596.2169205995576,-451.4519762257899,589.0224842370432,-456.2543282980281
598.959282416912,-455.6507694167157,591.6713911233584,-460.45696754968367
601.670685389163,-459.87995428413717,594.2397523385972,-464.6957884795811
604.3853222928067,-464.11905592607394,596.8447317871651,-468.89347943328704
607.1186948856977,-468.3612590274437,599.5431909603384,-473.01928320909684
