x_l,y_l,x_r,y_r
-6.031662389598578,1.648462429390487,5.583492901568003,0.5081078520396639
-5.539324746251657,6.622261115264536,6.068921427816229,5.483175182492864
-5.047520936426599,11.595775187093183,6.553868677763747,10.458494210484348
-4.556179314719894,16.56931684160372,7.038343972601001,15.43374221183537
-4.065256908877236,21.54288292704264,7.522390338206053,20.40891631502841
-3.574712850790307,26.516473213705567,8.006048908222809,25.384018763858045
-3.0845059884301844,31.490086361560632,8.489360522585496,30.359044812726232
-2.5945924013741144,36.46372165112657,8.972369260816388,35.333995177410415
-2.1049321568903747,41.43737647485468,9.455115189750892,40.30886845830708
-1.615482171536537,46.411050756228974,9.937641220221506,45.28366267095702
-1.127195895850675,51.38483984913628,10.419989530756261,50.25837958638555
-0.6380426791798408,56.35854863640506,10.902200013076172,55.23301604965705
-0.1489737517496721,61.33227370522881,11.384316620575557,60.20757054988949
0.3400517594948038,66.30601177325421,11.866380481943938,65.18204238664082
0.8290758992778038,71.2797633059894,12.348433548074196,70.15643104921224
1.3181406035454186,76.25352564125616,12.830517882557768,75.13073519523329
1.8072869192704752,81.22729924319547,13.312674433934554,80.10495431519342
2.2965579051813103,86.20108268377709,13.79494613851,85.07908578732491
2.7859954298401464,91.17487257361739,14.277375129745874,90.05312902333749
3.2756404393335767,96.14866930704159,14.760002460790119,95.02708562308099
3.7655341055143126,101.12247157812482,15.242868950604233,100.00095080092774
4.255720410091382,106.09627812022039,15.726018615306518,104.97472380435406
4.746240192941346,111.07008720531336,16.20949261822471,109.94840639767018
5.2371346239395,116.04389846820446,16.693331780248357,114.92199485568649
5.728447589325831,121.01770963241478,17.177580216610675,119.89548947449494
6.220218096800469,125.99151965186203,17.663272137755825,124.86879162790642
6.7124902487425535,130.96532743267238,18.148460981833278,129.84209353365918
7.205304950825869,135.93913286443686,18.634183074532494,134.81529976585855
7.6987042636258165,140.91293240312746,19.120480350044883,139.78840582198072
8.192730183171538,145.8867268356741,19.607394809598006,144.76141289449666
8.687424728228537,150.86051416834138,20.094968430775918,149.73431894793262
9.182829852867393,155.8342927409356,20.58324325841425,154.7071236397678
9.678986556240497,160.80806034055007,21.07226029048899,159.6798251627244
10.175936965084986,165.78181903014536,21.562061392242185,164.65242338233452
10.673724047680661,170.75556525885222,22.052689593678455,169.6249158423684
11.172388751325343,175.72929725674473,22.544185946656413,174.59730231494493
11.670977800217523,180.70311088772607,23.036592669239404,179.56958424530922
12.171514407920034,185.67676826342756,23.529950852331403,184.54180282859372
12.672967637997594,190.6503019470516,24.02423863204366,189.5140313719998
13.175248397301047,195.62368843479237,24.51937323335669,194.4863086811544
13.678272605414096,200.59693338487213,25.015270745874908,199.45864117142776
14.181953181178415,205.57004340094,25.511844260059778,204.4310363154991
14.686205226143787,210.54302685442653,26.009008676078057,209.40349974454426
15.190943619174213,215.5158888511488,26.506679126111123,214.37603844997886
15.696081410701954,220.48863715284864,27.004768563615087,219.34865869799194
16.201534550620167,225.46127747300207,27.503193046844864,224.3213668472458
16.707215093665926,230.43381651547085,28.00186452478063,229.2941682240141
17.213040099412392,235.40626198182272,28.50069994132963,234.26706915654293
17.71892247138638,240.3786199783371,28.999612403161695,239.2400776369448
18.224777295739102,245.35089837200863,29.498516826483957,244.2131998210204
18.73051854136098,250.32310181892913,29.997327249830256,249.18644112779876
19.23606022636239,255.2952374137253,30.495957660398297,254.15980851899363
19.741316495364053,260.267313457172,30.99432191329873,259.13330769707517
20.246203398006884,265.2393372614074,31.492335962725313,264.106945396027
20.750634806807884,270.21131233051443,31.98991394785732,269.08072823829883
21.25452382555071,275.1832474149643,32.486968766387164,274.05466350090313
21.757785617253177,280.15514880939946,32.98341525403941,279.02875489175494
22.26033517914504,285.1270241119183,33.47916841969277,284.00301089100793
22.762086530095875,290.0988790857205,33.97414224962387,288.9774378067408
23.262953781180805,295.0707203666057,34.46825063370087,293.95204103502584
23.762852064037723,300.04255675222646,34.96140844020923,298.926827802298
24.261696297705775,305.0143918593914,35.45353075972199,303.9018046156994
24.75740842468345,309.98643124363946,35.94353429222364,308.87707599145546
25.23099766860347,314.9605509925085,36.416408717732416,313.8541244644353
25.70227782410729,319.9347757994723,36.8879873971167,318.8313713639703
26.173156192387648,324.9089171138866,37.35818714912369,323.8088246192042
26.642549512019116,329.883075283942,37.826919904325145,328.78648833904964
27.10937773655187,334.85735778789245,38.29410025848142,333.7643682602931
27.575547196628442,339.83157118401544,38.75964418441782,338.74246899977356
28.03897933063165,344.8059164630297,39.22346350621185,343.720797701697
28.501580840476564,349.78020684998836,39.68547395913238,348.6993596311442
28.9622694500812,354.75454322438793,40.14558835082873,353.6781588301388
29.419965959225905,359.7290302006392,40.60272683566398,358.65729554112414
29.87658205995644,364.70352163490344,41.058793353318265,363.6365447885702
30.330119266241123,369.6782747818616,41.51277223417294,368.6159369830398
30.782606448309743,374.6531285169867,41.96469577849679,373.59544131761396
31.25399492599997,379.62621057645606,42.417589557986446,378.5747716135663
31.738354124259168,384.59810222422647,42.871495100958526,383.5539298280497
32.21979176479483,389.57030277197293,43.323462985909686,388.53319650288296
32.700337263307155,394.5426267361511,43.77253539360118,393.51266141464095
33.17804016366387,399.51525541124585,44.22074477274429,398.4921352244671
33.65492965419343,404.4879998461859,44.66613792016465,403.4718027573261
34.129052190671295,409.4610403374174,45.110744375098676,408.45147569536294
34.60144252971309,414.43428443552324,45.5526115463641,413.4313356986762
35.07313634181276,419.4076347371656,45.99377124857942,418.41119646355827
35.54217884795884,424.38127294059205,46.43226886360474,423.39124039005173
36.010601830870016,429.3550134715654,46.870136118359866,428.3712802461265
36.4764522840659,434.329033499668,47.305420378126186,433.3514962789832
36.94176000013438,439.30314952377364,47.74015158775707,438.33170569093534
37.40457207616659,444.2775398250401,48.172376792775346,443.3120852248759
37.866920268854926,449.25201946882606,48.60412818719803,448.2924538805153
38.326848562234765,454.22676544680274,49.033449715843076,453.27298730826465
38.78539493571003,459.20168563134536,49.4623754864441,458.25350457308366
39.24359223201714,464.17668733460914,49.88895061123632,463.23418323488954
39.69948638979698,469.1519450064693,50.31520515414522,468.2148408947161
40.155110563040644,474.12728008378207,50.73918795492083,473.19565206644324
40.60851027001145,479.10286323406814,51.162929483310684,478.1764399669057
41.06171580532936,484.07851644759967,51.58447544087409,483.1573765816995
41.512773840998044,489.05441311091823,52.00585715416312,488.1382845266154
41.97069022106105,494.0297662380334,52.427114834560435,493.11916187707084
42.44546480950515,499.0037141450116,52.853266829459955,498.09957581852365
42.919205795070155,503.97781749825737,53.277379563346095,503.0801286957205
43.3919519667046,508.9520732213775,53.700488399631695,508.0607339980653
43.86473751072343,513.9263903923955,54.12263137846746,513.041387907597
44.33560878171065,518.9009396933067,54.54384749161599,518.0220890566284
44.80560090794645,523.875628492026,54.96417582110313,523.0028331358378
45.274751864163214,528.8504557833344,55.38365432115375,527.9836183619856
45.74409881702747,533.8253303418463,55.80332046835005,532.9643566084704
