x_l,y_l,x_r,y_r
78.93603984762747,917.5108791086709,87.40377844880524,916.5869056338763
79.9250049346222,923.1508924713398,88.13677335432989,921.0349389224425
82.35438277128718,928.7303482324896,89.64641569800473,923.7243237823229
87.03731446459669,933.04003112717,91.1521672452265,925.3633074383987
93.11384954341857,934.7820641590972,93.98489538176487,926.5992944478381
99.17721501698799,935.0386998909552,98.1560048313141,926.2749986890271
104.57861207429222,933.991228649821,103.03625842472779,925.4473261913612
109.17411034070196,933.1542086477872,108.4019490184589,924.6491885483147
112.98771782956952,933.0444652740813,114.13441569758486,924.6928196877619
116.4210931692642,933.9804872047391,120.17055881520393,926.0103948985035
119.77689694017204,936.2227642383552,125.69981868273963,929.5597151591858
122.32336423567791,939.1169306304844,129.8519254346824,934.5277852554888
123.17596352656108,942.294987707429,132.0240022628345,940.1985956826862
123.38683992071878,945.7839144052541,132.1162136478289,945.888481763639
123.01432751884785,949.9161517457292,131.63294296509434,951.2999540400333
122.31249366102463,954.5907228074046,130.68648017133032,956.5049981076733
121.28557539048089,959.464770883424,129.6106197834448,961.5366967641397
120.04116167005603,964.3268987386905,128.49778009737,966.4985261871295
118.785579488786,969.1798548702214,127.22274505789564,971.4024349383925
117.50500530717663,974.0210579686851,125.92509519189899,976.284472940182
