x_l,y_l,x_r,y_r
1251.7175264589378,1397.846171671719,1243.0049268961102,1396.9855708015025
1252.1943045772275,1392.7200003153682,1243.4628747434824,1392.1058813868317
1252.3688350671193,1387.4688749635723,1243.656174320351,1387.3919873070442
1252.1066371206125,1382.1234811138647,1243.4745753768698,1382.8782890710393
1251.2413077589376,1376.7393159728324,1242.7293382494306,1378.5766072042986
1249.7857534075786,1371.3964553183312,1241.600803983117,1374.363109817764
1247.7400576995153,1366.2016282532875,1240.0611367188967,1370.196688775159
1244.5965694365298,1361.5868402253252,1237.4755757665976,1366.5745335952897
1241.0200073717301,1357.3633529099118,1234.6458286385023,1363.2432703818552
1237.1899177898406,1353.4599606727966,1231.754027958365,1359.9333145747594
1232.861202224845,1350.2796365540319,1228.228430044465,1357.0891239007192
1228.3779904480057,1347.5071754012572,1224.2629402639272,1354.531578791049
1223.854744019801,1344.9930794663114,1219.9794217450967,1352.1707201836489
1219.380543834073,1342.618103793148,1215.5383656073766,1349.8305410007986
1214.9975367078687,1340.2465251764845,1211.0786960670991,1347.4358250055536
1210.6590599222568,1337.8356079268037,1206.6641464280158,1345.0000950105755
