x_l,y_l,x_r,y_r
869.8056836607543,-1234.9269784971548,860.6509168404159,-1237.6912529888127
871.0914853434556,-1239.8975545776686,861.9968462581465,-1242.3249212388816
872.3768420951286,-1244.9183903863716,862.9299488895239,-1246.9836043612172
873.4160916053766,-1250.0593976725625,863.669820195911,-1251.5981902554129
874.1028897933586,-1255.3370921969404,864.137525959776,-1256.1923861021705
874.4112158667413,-1260.72643571749,864.2902459240457,-1260.7511018694724
874.2986669049369,-1266.183377651306,864.2497260556679,-1265.2306847270675
873.5987924292048,-1271.6556270743106,863.6061220033162,-1269.5553750038268
872.1994957895283,-1277.0681352383895,862.5658002765406,-1273.6985140782233
869.9763740964041,-1282.296548491342,861.0056115912914,-1277.6363659759395
866.9046040554318,-1287.1144897113295,858.8079355032867,-1281.4159145072365
863.2406954845812,-1291.3799885904289,855.9027632070312,-1284.9781612036518
859.3331423436629,-1295.182448388234,852.7411941570159,-1288.4742262612795
855.2998613001248,-1298.6045821804703,849.4822882969233,-1291.7861356306746
851.132431978313,-1301.7912318215065,845.8552202752716,-1294.5032251913447
846.8304225132914,-1304.8127954340873,842.1977888792293,-1297.2745058659852
