x_l,y_l,x_r,y_r
626.2242161861766,-504.19382879019827,617.9411244997708,-507.80738121331274
628.0926413277082,-508.9032151766596,619.7746281288398,-512.3815642711945
629.8892596501076,-513.6293196876913,621.5434093745536,-516.984436403699
631.6205268842625,-518.3702406640338,623.2524753133927,-521.6146724952273
633.3602515891296,-523.0987767241363,624.9714015185151,-526.2466004950536
635.191580576376,-527.7871882668016,626.7753390363815,-530.8551912557947
636.9805836711251,-532.4869634079231,628.5411870242101,-535.4877021896299
638.7331639707791,-537.195344321492,630.2764313090777,-540.1407980536889
640.4410153917015,-541.9144265109134,631.9630655429562,-544.8199058796508
642.0739624003321,-546.6534922167616,633.5545891123779,-549.5397187810652
643.691949787284,-551.3918391845692,635.1350936739298,-554.2702063354644
645.3016159588115,-556.129505935483,636.7095817275928,-559.0067735228943
646.9054328201481,-560.8682001123237,638.2789163337826,-563.7464025566392
648.5041902601017,-565.608159012242,639.8435663549312,-568.4883886164905
650.0985201991978,-570.3491449452631,641.4051143657651,-573.2321947220166
651.6890560290217,-575.0909243324626,642.9622961963589,-577.9782287540684
653.2764265204211,-579.8332594396135,644.5166913231466,-582.7259509671758
654.8612640857868,-584.5759141747983,646.068934687779,-587.4751395466737
656.4441993693047,-589.3186538948146,647.6196590023047,-592.2255712158247
658.0258621903808,-594.0612422184623,649.1694978128565,-596.9770244484166
659.60688486691,-598.8034440577809,650.7190861658223,-601.7292744098254
661.1879229046363,-603.5451117203919,652.2690258266473,-606.4820105801147
662.7695167058246,-608.2863610548355,653.8206234239972,-611.2344779165737
664.3517706991248,-613.0274021422769,655.3719365784423,-615.9870649887895
665.9280206361892,-617.7704603567387,656.9286299567445,-620.7378739441452
667.4963440198202,-622.5161717309924,658.4916286519016,-625.4865968087836
669.0652645262846,-627.2617269278354,660.0552102211216,-630.2351198413285
670.6347582255677,-632.0071321323044,661.6193505943963,-634.9834488566831
672.205749693361,-636.7520797804864,663.1840247513352,-639.7315898191388
673.7763169490487,-641.4972064401705,664.7492095287655,-644.4795512597157
675.3473835573991,-646.2422045162222,666.3148789519454,-649.2273392790855
676.9189263507398,-650.9870814785058,667.8810101885855,-653.9749624075041
678.490920491282,-655.7318427962514,669.4475780764435,-658.7224251756521
680.0633419982241,-660.4764965069254,671.0145585963198,-663.4697355460636
681.6361669397479,-665.2210507971548,672.5819276800214,-668.2169013320826
683.2093701461839,-669.9655111358688,674.1496604972564,-672.9639290648992
684.7829288261153,-674.709885136293,675.7177338394008,-677.710825131169
686.3568169986784,-679.4541798400796,677.2861216873174,-682.4575964892401
687.9310115872432,-684.1984020008567,678.8548011176548,-687.2042503855449
689.506436936071,-688.942245366955,680.423747063929,-691.9507946330449
691.0811703962836,-693.6863435214813,681.9929356037164,-696.6972344785187
692.6561374709139,-698.4303916942282,683.5623425290861,-701.4435783057719
694.2313130826863,-703.174395641558,685.1319429173138,-706.1898323584419
